11-01	1755	tdih-11-01-01	Lisbon Earthquake	CITY DESTROYED: Massive Earthquake, Tsunami, and Fire Devastate Lisbon, Killing 40,000	On November 1, 1755, a massive earthquake struck Lisbon, Portugal, followed by a tsunami and fires that killed approximately 40,000 people and challenged Enlightenment optimism.	18th Century	1755 Lisbon earthquake
11-02	1930	tdih-11-02-01	Haile Selassie Crowned	KING OF KINGS: Haile Selassie Crowned Emperor of Ethiopia	On November 2, 1930, Haile Selassie was crowned Emperor of Ethiopia, becoming the figure revered by the Rastafari movement as the returned Messiah.	Great Depression	Haile Selassie
11-03	1957	tdih-11-03-01	Laika the Dog Launched into Space	SPACE DOG: Soviet Union Launches Laika, First Living Creature to Orbit Earth	On November 3, 1957, the Soviet Union launched Sputnik 2 carrying Laika, a stray dog from Moscow who became the first living creature to orbit Earth.	Space Age	Laika
11-04	1922	tdih-11-04-01	Tutankhamun's Tomb Entrance Found	TOMB FOUND: Howard Carter Discovers the Entrance to Tutankhamun's Tomb	On November 4, 1922, Howard Carter's team discovered the entrance to the tomb of Pharaoh Tutankhamun in the Valley of the Kings.	Roaring Twenties	Tomb of Tutankhamun
11-05	1605	tdih-11-05-01	Gunpowder Plot Discovered	REMEMBER REMEMBER: Guy Fawkes Caught with 36 Barrels of Gunpowder Beneath Parliament	On November 5, 1605, Guy Fawkes was discovered guarding 36 barrels of gunpowder beneath Parliament, foiling a plot to kill King James I.	17th Century	Gunpowder Plot
11-06	1860	tdih-11-06-01	Abraham Lincoln Elected President	RAIL-SPLITTER WINS: Abraham Lincoln Elected 16th President of the United States	On November 6, 1860, Abraham Lincoln was elected the 16th President, triggering the secession of Southern states and the onset of the Civil War.	Civil War	Abraham Lincoln
11-07	1917	tdih-11-07-01	Bolshevik Revolution	RED OCTOBER: Bolsheviks Storm the Winter Palace and Seize Power in Russia	On November 7, 1917, Bolshevik forces stormed the Winter Palace in Petrograd, overthrowing the Provisional Government and establishing communist rule.	World War I Era	October Revolution
11-08	1895	tdih-11-08-01	Rontgen Discovers X-Rays	SEEING THROUGH: Wilhelm Rontgen Discovers X-Rays While Experimenting with Cathode Tubes	On November 8, 1895, Wilhelm Rontgen discovered X-rays, producing the first image of his wife's hand and revolutionizing medicine.	Victorian Era	Wilhelm Röntgen
11-09	1989	tdih-11-09-01	Fall of the Berlin Wall	THE WALL COMES DOWN: East Germany Opens the Berlin Wall After 28 Years	On November 9, 1989, the East German government opened the Berlin Wall, and jubilant crowds began tearing it down, symbolizing the end of the Cold War.	Cold War	Fall of the Berlin Wall
11-10	1871	tdih-11-10-01	Stanley Finds Livingstone	DR. LIVINGSTONE I PRESUME: Henry Morton Stanley Finds Missing Explorer in Africa	On November 10, 1871, journalist Henry Morton Stanley found missing explorer David Livingstone in Ujiji, Tanzania, greeting him with the famous phrase.	Victorian Era	David Livingstone
11-11	1918	tdih-11-11-01	Armistice Day	THE GUNS FALL SILENT: World War I Ends as Germany Signs Armistice at 11:00 AM	On November 11, 1918, at 11:00 AM, the guns fell silent across the Western Front as Germany signed an armistice ending World War I after four years and 20 million deaths.	World War I Era	Armistice of 11 November 1918
11-12	1948	tdih-11-12-01	Tokyo War Crimes Sentences	JUSTICE RENDERED: Tokyo Tribunal Sentences Japanese War Leaders	On November 12, 1948, the International Military Tribunal for the Far East sentenced former Japanese Prime Minister Tojo and six others to death for war crimes.	Post-World War II	International Military Tribunal for the Far East
11-13	1985	tdih-11-13-01	Nevado del Ruiz Eruption	BURIED IN MUD: Colombian Volcano Buries Town of Armero, Killing 23,000	On November 13, 1985, the Nevado del Ruiz volcano erupted in Colombia, triggering mudflows that buried the town of Armero and killed approximately 23,000 people.	Science & Discovery	Armero tragedy
11-14	1889	tdih-11-14-01	Nellie Bly Begins Trip Around the World	GLOBE-TROTTER: Journalist Nellie Bly Sets Out to Circle the World in Less Than 80 Days	On November 14, 1889, journalist Nellie Bly departed New York to travel around the world in under 80 days, completing the trip in just 72 days.	Victorian Era	Nellie Bly
11-15	1920	tdih-11-15-01	League of Nations First Assembly	WORLD PARLIAMENT: League of Nations Holds Its First General Assembly in Geneva	On November 15, 1920, the League of Nations held its first general assembly in Geneva with 41 member nations, the first attempt at global governance.	Early 20th Century	League of Nations
11-16	1945	tdih-11-16-01	UNESCO Founded	LEARNING FOR PEACE: United Nations Establishes UNESCO to Promote Education and Culture	On November 16, 1945, the United Nations Educational, Scientific and Cultural Organization was founded to promote peace through education, science, and culture.	Post-World War II	UNESCO
11-17	1869	tdih-11-17-01	Suez Canal Opens	EAST MEETS WEST: Suez Canal Opens, Connecting Mediterranean and Red Seas	On November 17, 1869, the Suez Canal officially opened, connecting the Mediterranean Sea to the Red Sea and dramatically shortening trade routes.	Victorian Era	Suez Canal
11-18	1626	tdih-11-18-01	St. Peter's Basilica Consecrated	GREATEST CHURCH: Pope Urban VIII Consecrates St. Peter's Basilica After 120 Years	On November 18, 1626, Pope Urban VIII consecrated St. Peter's Basilica in Rome after 120 years of construction, creating the world's largest church.	17th Century	St. Peter's Basilica
11-19	1863	tdih-11-19-01	Gettysburg Address	FOUR SCORE AND SEVEN: Lincoln Delivers the Gettysburg Address in 272 Words	On November 19, 1863, President Lincoln delivered the Gettysburg Address, redefining the Civil War as a struggle for equality in just 272 words.	Civil War	Gettysburg Address
11-20	1945	tdih-11-20-01	Nuremberg Trials Begin	JUSTICE AT NUREMBERG: International Tribunal Begins Trial of Nazi War Criminals	On November 20, 1945, the International Military Tribunal began the trial of 24 major Nazi war criminals at the Palace of Justice in Nuremberg.	Post-World War II	Nuremberg trials
11-21	1783	tdih-11-21-01	First Manned Balloon Flight	MAN TAKES FLIGHT: Montgolfier Hot Air Balloon Carries Two Men Over Paris	On November 21, 1783, Pilatre de Rozier and the Marquis d'Arlandes made the first manned free flight in a Montgolfier hot air balloon over Paris.	18th Century	Montgolfier brothers
11-22	1963	tdih-11-22-01	Assassination of JFK	PRESIDENT KILLED: John F. Kennedy Assassinated in Dallas	On November 22, 1963, President John F. Kennedy was assassinated while riding in a motorcade through Dealey Plaza in Dallas, Texas.	1960s America	Assassination of John F. Kennedy
11-23	1963	tdih-11-23-01	First Doctor Who Episode	WHO IS THE DOCTOR: BBC Broadcasts First Episode of Doctor Who	On November 23, 1963, the BBC broadcast the first episode of Doctor Who, beginning the longest-running science fiction television series in history.	1960s America	Doctor Who
11-24	1859	tdih-11-24-01	On the Origin of Species Published	EVOLUTION: Charles Darwin Publishes On the Origin of Species	On November 24, 1859, Charles Darwin published On the Origin of Species, presenting the theory of evolution by natural selection and revolutionizing biology.	Victorian Era	On the Origin of Species
11-25	1952	tdih-11-25-01	The Mousetrap Opens in London	LONGEST RUN: Agatha Christie's The Mousetrap Opens, Beginning the Longest-Running Show in History	On November 25, 1952, Agatha Christie's The Mousetrap opened in London, beginning a run that would make it the longest-running show in theater history.	Post-World War II	The Mousetrap
11-26	1922	tdih-11-26-01	Howard Carter Opens Tutankhamun's Tomb	WONDERFUL THINGS: Carter Peers Into Tutankhamun's Tomb and Sees Gold Everywhere	On November 26, 1922, Howard Carter made a small hole in the doorway to Tutankhamun's tomb and peered in, seeing wonderful things glittering in the candlelight.	Roaring Twenties	Tomb of Tutankhamun
11-27	1095	tdih-11-27-01	Pope Urban II Calls First Crusade	DEUS VULT: Pope Calls on Christendom to Reclaim the Holy Land	On November 27, 1095, Pope Urban II called for the First Crusade at the Council of Clermont, urging Christian Europe to reclaim Jerusalem from Muslim control.	Medieval	Council of Clermont
11-28	1520	tdih-11-28-01	Magellan Enters the Pacific Ocean	PEACEFUL SEA: Magellan Emerges from Treacherous Strait Into Vast Pacific Ocean	On November 28, 1520, Ferdinand Magellan sailed from the strait bearing his name into the Pacific Ocean, which he named for its apparent peacefulness.	Renaissance	Strait of Magellan
11-29	1947	tdih-11-29-01	UN Votes to Partition Palestine	TWO STATES: United Nations Votes to Partition Palestine Into Jewish and Arab States	On November 29, 1947, the United Nations General Assembly voted to partition Palestine into separate Jewish and Arab states, setting the stage for Israel's creation.	Post-World War II	United Nations Partition Plan for Palestine
11-30	1872	tdih-11-30-01	First International Football Match	BEAUTIFUL GAME: Scotland and England Play the First Official International Football Match	On November 30, 1872, Scotland and England played the first official international football match at Hamilton Crescent in Glasgow, ending in a 0-0 draw.	Victorian Era	Scotland v England (1872)
12-01	1955	tdih-12-01-01	Rosa Parks Refuses to Give Up Her Seat	NO, I WON'T MOVE: Rosa Parks Refuses to Surrender Bus Seat, Sparking Montgomery Boycott	On December 1, 1955, Rosa Parks refused to give up her seat to a white passenger on a Montgomery, Alabama bus, sparking the Montgomery Bus Boycott.	Civil Rights Era	Rosa Parks
12-02	1804	tdih-12-02-01	Napoleon Crowns Himself Emperor	SELF-CROWNED: Napoleon Takes the Crown from the Pope and Places It on His Own Head	On December 2, 1804, Napoleon Bonaparte crowned himself Emperor of France at Notre-Dame Cathedral, taking the crown from Pope Pius VII's hands.	18th Century	Coronation of Napoleon I
12-03	1984	tdih-12-03-01	Bhopal Gas Disaster	TOXIC CLOUD: Gas Leak at Union Carbide Plant Kills Thousands in Bhopal, India	On December 3, 1984, a toxic gas leak from a Union Carbide pesticide plant in Bhopal, India killed over 3,700 people immediately in the world's worst industrial disaster.	Science & Discovery	Bhopal disaster
12-04	1791	tdih-12-04-01	Observer Newspaper First Published	SUNDAY PAPER: The Observer Publishes Its First Edition, Becoming World's First Sunday Newspaper	On December 4, 1791, The Observer published its first edition in London, becoming the world's oldest Sunday newspaper still in publication.	18th Century	The Observer
12-05	1933	tdih-12-05-01	Prohibition Repealed	DRINKS FOR ALL: 21st Amendment Repeals Prohibition After 13 Years of the Noble Experiment	On December 5, 1933, the 21st Amendment was ratified, repealing Prohibition and ending 13 years of the constitutional ban on alcohol in the United States.	Great Depression	Twenty-first Amendment to the United States Constitution
12-06	1877	tdih-12-06-01	Washington Post First Published	EXTRA EXTRA: The Washington Post Publishes Its First Edition	On December 6, 1877, The Washington Post published its first edition, beginning a newspaper that would become famous for its investigative journalism.	Victorian Era	The Washington Post
12-07	1941	tdih-12-07-01	Attack on Pearl Harbor	DAY OF INFAMY: Japan Attacks Pearl Harbor, Drawing America Into World War II	On December 7, 1941, Japan launched a surprise attack on the US naval base at Pearl Harbor, killing 2,403 Americans and drawing the US into World War II.	World War II	Attack on Pearl Harbor
12-08	1941	tdih-12-08-01	US Declares War on Japan	DAY OF INFAMY SPEECH: FDR Asks Congress to Declare War Following Pearl Harbor Attack	On December 8, 1941, President Roosevelt addressed Congress, calling December 7 a date which will live in infamy, and Congress declared war on Japan.	World War II	Infamy Speech
12-09	1979	tdih-12-09-01	Smallpox Eradicated	DISEASE DEFEATED: World Health Organization Certifies the Global Eradication of Smallpox	On December 9, 1979, a commission of scientists certified the global eradication of smallpox, the first and only human disease to be completely eliminated.	Science & Discovery	Eradication of smallpox
12-10	1901	tdih-12-10-01	First Nobel Prizes Awarded	PRIZES FOR PEACE: First Nobel Prizes Awarded in Stockholm and Oslo	On December 10, 1901, the first Nobel Prizes were awarded in physics, chemistry, medicine, literature, and peace, fulfilling Alfred Nobel's will.	Turn of the Century	Nobel Prize
12-11	1946	tdih-12-11-01	UNICEF Established	FOR THE CHILDREN: United Nations Creates Fund for Children Devastated by War	On December 11, 1946, the United Nations International Children's Emergency Fund was established to provide aid to children affected by World War II.	Post-World War II	UNICEF
12-12	2015	tdih-12-12-01	Paris Climate Agreement Adopted	CLIMATE PACT: 196 Nations Adopt the Paris Agreement on Climate Change	On December 12, 2015, representatives from 196 countries adopted the Paris Agreement, committing to limit global warming to well below 2 degrees Celsius.	21st Century	Paris Agreement
12-13	1577	tdih-12-13-01	Drake Begins Circumnavigation	AROUND THE WORLD: Sir Francis Drake Departs Plymouth to Sail Around the Globe	On December 13, 1577, Sir Francis Drake departed Plymouth, England, beginning the voyage that would make him the first Englishman to circumnavigate the globe.	16th Century	Francis Drake
12-14	1911	tdih-12-14-01	Amundsen Reaches South Pole	SOUTH POLE CONQUERED: Roald Amundsen Becomes First Person to Reach the South Pole	On December 14, 1911, Norwegian explorer Roald Amundsen and his team became the first humans to reach the South Pole, beating Robert Scott by 34 days.	Early 20th Century	Amundsen's South Pole expedition
12-15	1791	tdih-12-15-01	Bill of Rights Ratified	RIGHTS GUARANTEED: First Ten Amendments to the Constitution Ratified	On December 15, 1791, the Bill of Rights — the first ten amendments to the US Constitution — was ratified, guaranteeing fundamental freedoms.	18th Century	United States Bill of Rights
12-16	1773	tdih-12-16-01	Boston Tea Party	TEA IN THE HARBOR: Colonists Dump 342 Chests of British Tea Into Boston Harbor	On December 16, 1773, American colonists disguised as Mohawk Indians dumped 342 chests of tea into Boston Harbor to protest British taxation.	18th Century	Boston Tea Party
12-17	1903	tdih-12-17-01	Wright Brothers First Flight	MAN FLIES: Wright Brothers Achieve First Powered, Sustained Flight at Kitty Hawk	On December 17, 1903, Orville Wright piloted the Wright Flyer for 12 seconds over the sand dunes of Kitty Hawk, achieving the first powered flight.	Turn of the Century	Wright brothers
12-18	1865	tdih-12-18-01	13th Amendment Ratified	SLAVERY ABOLISHED: 13th Amendment Officially Abolishes Slavery in the United States	On December 18, 1865, the 13th Amendment to the Constitution was ratified, officially abolishing slavery throughout the United States.	Civil War	Thirteenth Amendment to the United States Constitution
12-19	1843	tdih-12-19-01	A Christmas Carol Published	GOD BLESS US EVERY ONE: Charles Dickens Publishes A Christmas Carol	On December 19, 1843, Charles Dickens published A Christmas Carol, transforming Christmas celebrations and creating one of literature's most beloved stories.	Victorian Era	A Christmas Carol
12-20	1860	tdih-12-20-01	South Carolina Secedes	UNION BROKEN: South Carolina Becomes First State to Secede from the United States	On December 20, 1860, South Carolina became the first state to secede from the United States following Abraham Lincoln's election, beginning the path to Civil War.	Civil War	South Carolina in the American Civil War
12-21	1620	tdih-12-21-01	Pilgrims Land at Plymouth Rock	NEW WORLD SETTLEMENT: Pilgrims Step Ashore at Plymouth Rock	On December 21, 1620, Pilgrim colonists from the Mayflower stepped ashore at Plymouth Rock, establishing the second successful English colony in America.	17th Century	Plymouth Colony
12-22	1849	tdih-12-22-01	Dostoevsky Faces Mock Execution	LAST MINUTE REPRIEVE: Dostoevsky Faces Firing Squad Before Sentence Is Commuted	On December 22, 1849, Fyodor Dostoevsky faced a mock execution by firing squad before his sentence was commuted at the last moment, an experience that transformed his writing.	Victorian Era	Fyodor Dostoevsky
12-23	1888	tdih-12-23-01	Van Gogh Cuts Off His Ear	ARTIST IN CRISIS: Vincent van Gogh Severs His Own Ear in Arles, France	On December 23, 1888, painter Vincent van Gogh severed part of his own ear following a confrontation with Paul Gauguin in Arles, France.	Victorian Era	Vincent van Gogh
12-24	1914	tdih-12-24-01	Christmas Truce of World War I	PEACE ON EARTH: British and German Soldiers Declare Unofficial Truce on Christmas Eve	On December 24, 1914, British and German soldiers along the Western Front declared an unofficial Christmas truce, singing carols and exchanging gifts across no man's land.	World War I Era	Christmas truce
12-25	800	tdih-12-25-01	Charlemagne Crowned Emperor	EMPEROR OF THE WEST: Pope Leo III Crowns Charlemagne Emperor on Christmas Day	On December 25, 800 AD, Pope Leo III crowned Charlemagne Emperor of the Romans at St. Peter's Basilica, reviving the concept of a Western Roman Empire.	Medieval	Charlemagne
12-26	1776	tdih-12-26-01	Washington Crosses the Delaware	SURPRISE ATTACK: Washington Crosses the Delaware River on Christmas Night	On December 26, 1776, George Washington led 2,400 soldiers across the icy Delaware River and surprised Hessian forces at Trenton, turning the tide of the Revolution.	18th Century	George Washington's crossing of the Delaware River
12-27	1831	tdih-12-27-01	Darwin Departs on the Beagle	VOYAGE OF DISCOVERY: Charles Darwin Sets Sail on HMS Beagle	On December 27, 1831, Charles Darwin departed Plymouth on HMS Beagle, beginning a five-year voyage that would lead to his theory of evolution.	19th Century	Second voyage of HMS Beagle
12-28	1895	tdih-12-28-01	First Commercial Movie Screening	MOVING PICTURES: Lumiere Brothers Hold First Commercial Film Screening in Paris	On December 28, 1895, the Lumiere brothers held the first commercial film screening at the Grand Cafe in Paris, showing 10 short films to a paying audience.	Victorian Era	Lumière brothers
12-29	1890	tdih-12-29-01	Wounded Knee Massacre	MASSACRE AT WOUNDED KNEE: US Cavalry Kills 250 Lakota Men, Women, and Children	On December 29, 1890, US cavalry troops massacred approximately 250 Lakota people at Wounded Knee Creek, South Dakota, ending the Indian Wars.	Victorian Era	Wounded Knee Massacre
12-30	1922	tdih-12-30-01	Soviet Union Established	RED EMPIRE: Treaty Creates the Union of Soviet Socialist Republics	On December 30, 1922, the Treaty on the Creation of the USSR was signed, formally establishing the Soviet Union from the former Russian Empire.	Early 20th Century	Soviet Union
12-31	1999	tdih-12-31-01	Y2K Midnight	WILL COMPUTERS CRASH?: World Holds Its Breath as the Clock Strikes Midnight on Y2K	On December 31, 1999, the world nervously awaited midnight amid fears that the Y2K computer bug would cause widespread technological failures as the date rolled to 2000.	21st Century	Year 2000 problem
